quote,author,tags,cleaned_quote,cleaned_author
"“Patience, grasshopper,"" said Maia. ""Good things come to those who wait.""""I always thought that was 'Good things come to those who do the wave,'"" said Simon. ""No wonder I've been so confused all my life.”","Cassandra Clare,",[],patience grasshopper said maia good thing come waiti always thought good thing come wave said simon wonder ive confused life,cassandra clare
"“The Very first moment I beheld him, my heart was irrevocably gone.”","Jane Austen,",[],first moment beheld heart irrevocably gone,jane austen
“The last enemy that shall be destroyed is death.”,"J.K. Rowling,",[],last enemy shall destroyed death,jk rowling
"“To err is human, to forgive, divine.”","Alexander Pope,",[],err human forgive divine,alexander pope
"“I'd rather be hated for who I am, than loved for who I am not.”",Kurt Cobain,[],id rather hated loved,kurt cobain
"“I am too intelligent, too demanding, and too resourceful for anyone to be able to take charge of me entirely. No one knows me or loves me completely. I have only myself”",Simone de Beauvoir,[],intelligent demanding resourceful anyone able take charge entirely one know love completely,simone de beauvoir
“No one ever told me that grief felt so like fear.”,"C.S. Lewis,",[],one ever told grief felt like fear,c lewis
“Whenever you feel like criticizing any one...just remember that all the people in this world haven't had the advantages that you've had.”,F. Scott Fitzgerald,[],whenever feel like criticizing onejust remember people world havent advantage youve,f scott fitzgerald
"“So many people walk around with a meaningless life. They seem half-asleep, even when they're busy doing things they think are important. This is because they're chasing the wrong things. The way you get meaning into your life is to devote yourself to loving others, devote yourself to your community around you, and devote yourself to creating something that gives you purpose and meaning.”","Mitch Albom,",[],many people walk around meaningless life seem halfasleep even theyre busy thing think important theyre chasing wrong thing way get meaning life devote loving others devote community around devote creating something give purpose meaning,mitch albom
“All I have seen teaches me to trust the Creator for all I have not seen.”,Ralph Waldo Emerson,[],seen teach trust creator seen,ralph waldo emerson
"“To be fully seen by somebody, then, and be loved anyhow - this is a human offering that can border on miraculous.”","Elizabeth Gilbert,",[],fully seen somebody loved anyhow human offering border miraculous,elizabeth gilbert
"“In your light I learn how to love. In your beauty, how to make poems. You dance inside my chest where no-one sees you, but sometimes I do, and that sight becomes this art.”",Rumi,[],light learn love beauty make poem dance inside chest noone see sometimes sight becomes art,rumi
"“The man who passes the sentence should swing the sword. If you would take a man's life, you owe it to him to look into his eyes and hear his final words. And if you cannot bear to do that, then perhaps the man does not deserve to die.”","George R.R. Martin,",[],man pass sentence swing sword would take man life owe look eye hear final word bear perhaps man deserve die,george rr martin
"“I don't know who invented high heels, but all women owe him a lot!”",Marilyn Monroe,[],dont know invented high heel woman owe lot,marilyn monroe
"“The major problemâ€”one of the major problems, for there are severalâ€”one of the many major problems with governing people is that of whom you get to do it; or rather of who manages to get people to let them do it to them. To summarize: it is a well-known fact that those people who must want to rule people are, ipso facto, those least suited to do it. To summarize the summary: anyone who is capable of getting themselves made President should on no account be allowed to do the job.”","Douglas Adams,",[],major problemone major problem severalone many major problem governing people get rather manages get people let summarize wellknown fact people must want rule people ipso facto least suited summarize summary anyone capable getting made president account allowed job,douglas adam
“Let the improvement of yourself keep you so busy that you have no time to criticize others.”,"Roy T. Bennett,",[],let improvement keep busy time criticize others,roy bennett
"“What is family? They were the people who claimed you. In good, in bad, in parts or in whole, they were the ones who showed up, who stayed in there, regardless. It wasn't just about blood relations or shared chromosomes, but something wider, bigger. We had many families over time. Our family of origin, the family we created, and the groups you moved through while all of this was happening: friends, lovers, sometimes even strangers. None of them perfect, and we couldn't expect them to be. You can't make any one person your world. The trick was to take what each could give you and build your world from it.”","Sarah Dessen,",[],family people claimed good bad part whole one showed stayed regardless wasnt blood relation shared chromosome something wider bigger many family time family origin family created group moved happening friend lover sometimes even stranger none perfect couldnt expect cant make one person world trick take could give build world,sarah dessen
"“Sometimes I wonder if there's something wrong with me. Perhaps I've spent too long in the company of my literary romantic heroes, and consequently my ideals and expectations are far too high.”","E.L. James,",[],sometimes wonder there something wrong perhaps ive spent long company literary romantic hero consequently ideal expectation far high,el james
"“If the real world were a book, it would never find a publisher. Overlong, detailed to the point of distraction-and ultimately, without a major resolution.”","Jasper Fforde,",[],real world book would never find publisher overlong detailed point distractionand ultimately without major resolution,jasper fforde
"“It's going to be all right, sir,"" Harry said over and over again, more worried by Dumbledore's silence than he had been by his weakened voice. ""We're nearly there ... I can Apparate us both back ... don't worry ...""""I am not worried, Harry,"" said Dumbledore, his voice a little stronger despite the freezing water. ""I am with you.”","J.K. Rowling,",[],going right sir harry said worried dumbledores silence weakened voice nearly apparate u back dont worry worried harry said dumbledore voice little stronger despite freezing water,jk rowling
“Second star to the right and straight on 'til morning. ”,"J.M. Barrie,",[],second star right straight til morning,jm barrie
"“You're the first Shadowhunter I've ever met."" â€œThatâ€™s too bad,â€� said Jace, â€œsince all the others you meet from now on will be a terrible letdown.”","Cassandra Clare,",[],youre first shadowhunter ive ever met thats bad said jace since others meet terrible letdown,cassandra clare
“When will you learn that there isn't a word for everything?”,"Nicole Krauss,",[],learn isnt word everything,nicole krauss
"“Alec looked at her and shook his head. ""How do you manage never to get mud on your clothes?""Isabelle shrugged philosophically. ""I'm pure at heart. It repels the dirt.”","Cassandra Clare,",[],alec looked shook head manage never get mud clothesisabelle shrugged philosophically im pure heart repels dirt,cassandra clare
“Evil is always possible. And goodness is eternally difficult.”,"Anne Rice,",[],evil always possible goodness eternally difficult,anne rice
"“When you have lost hope, you have lost everything. And when you think all is lost, when all is dire and bleak, there is always hope.”","Pittacus Lore,",[],lost hope lost everything think lost dire bleak always hope,pittacus lore
"“What a blessing it is to love books as I love them;- to be able to converse with the dead, and to live amidst the unreal!”","Thomas Babington Macaulay,",[],blessing love book love able converse dead live amidst unreal,thomas babington macaulay
"“Why are you worrying about YOU-KNOW-WHO, when you should be worrying about YOU-NO-POO? The constipation sensation that's gripping the nation!”","J.K. Rowling,",[],worrying youknowwho worrying younopoo constipation sensation thats gripping nation,jk rowling
"“Words, I think, are such unpredictable creatures. No gun, no sword, no army or king will ever be more powerful than a sentence. Swords may cut and kill, but words will stab and stay, burying themselves in our bones to become corpses we carry into the future, all the time digging and failing to rip their skeletons from our flesh.”","Tahereh Mafi,",[],word think unpredictable creature gun sword army king ever powerful sentence sword may cut kill word stab stay burying bone become corps carry future time digging failing rip skeleton flesh,tahereh mafi
“Blessed are the hearts that can bend; they shall never be broken.”,Albert Camus,[],blessed heart bend shall never broken,albert camus
"“Magnus, standing by the door, snapped his fingers impatiently. ""Move it along, teenagers. The only person who gets to canoodle in my bedroom is my magnificent self.""""Canoodle?"" repeated Clary, never having heard the word before.""Magnificent?"" repeated Jace, who was just being nasty. Magnus growled. The growl sounded like ""Get out.”","Cassandra Clare,",[],magnus standing door snapped finger impatiently move along teenager person get canoodle bedroom magnificent selfcanoodle repeated clary never heard word beforemagnificent repeated jace nasty magnus growled growl sounded like get,cassandra clare
“Man only likes to count his troubles; he doesn't calculate his happiness.”,"Fyodor Dostoevsky,",[],man like count trouble doesnt calculate happiness,fyodor dostoevsky
“I'm killing time while I wait for life to shower me with meaning and happiness.”,Bill Watterson,[],im killing time wait life shower meaning happiness,bill watterson
“The best way to cheer yourself is to try to cheer someone else up.”,Mark Twain,[],best way cheer try cheer someone else,mark twain
"“I was dead until you found me, though I breathed. I was sightless, though I could see. And then you came...and I was awakened.”","J.R. Ward,",[],dead found though breathed sightless though could see cameand awakened,jr ward
"“Youâ€™re dangerous,â€� he says.â€œWhy?â€�â€œBecause you make me believe in the impossible”","Simone Elkeles,",[],youre dangerous sayswhybecause make believe impossible,simone elkeles
“Educating the mind without educating the heart is no education at all.”,Aristotle,[],educating mind without educating heart education,aristotle
“The price good men pay for indifference to public affairs is to be ruled by evil men.”,Plato,[],price good men pay indifference public affair ruled evil men,plato
"“Once you have read a book you care about, some part of it is always with you.”","Louis L'Amour,",[],read book care part always,louis lamour
"“Ignore those that make you fearful and sad, that degrade you back towards disease and death.”",Rumi Jalalud-Din,[],ignore make fearful sad degrade back towards disease death,rumi jalaluddin
"“And then something invisible snapped insider her, and that which had come together commenced to fall apart.”","John Green,",[],something invisible snapped insider come together commenced fall apart,john green
“The two hardest tests on the spiritual road are the patience to wait for the right moment and the courage not to be disappointed with what we encounter.”,"Paulo Coelho,",[],two hardest test spiritual road patience wait right moment courage disappointed encounter,paulo coelho
"“Those who can make you believe absurdities, can make you commit atrocities.”",Voltaire,[],make believe absurdity make commit atrocity,voltaire
“I write to give myself strength. I write to be the characters that I am not. I write to explore all the things I'm afraid of. ”,Joss Whedon,[],write give strength write character write explore thing im afraid,joss whedon
“Books serve to show a man that those original thoughts of his aren't very new after all.”,Abraham Lincoln,[],book serve show man original thought arent new,abraham lincoln
"“You might want to lie down,"" Magnus advised. ""I find that it helps when the crushing sense of horrible realization sets in.”","Cassandra Clare,",[],might want lie magnus advised find help crushing sense horrible realization set,cassandra clare
"“The world was collapsing, and the only thing that really mattered to me was that she was alive.”","Rick Riordan,",[],world collapsing thing really mattered alive,rick riordan
"“Parents can only give good advice or put them on the right paths, but the final forming of a person's character lies in their own hands.”",Anne Frank,[],parent give good advice put right path final forming person character lie hand,anne frank
"“Um...is that thing tame?"" Frank said.The horse whinnied angrily.""I don't think so,"" Percy guessed. ""He just said, 'I will trample you to death, silly Chinese Canadian baby man'.”","Rick Riordan,",[],umis thing tame frank saidthe horse whinnied angrilyi dont think percy guessed said trample death silly chinese canadian baby man,rick riordan
"“This is how you do it: you sit down at the keyboard and you put one word after another until its done. It's that easy, and that hard.”",Neil Gaiman,[],sit keyboard put one word another done easy hard,neil gaiman
"“They're certainly entitled to think that, and they're entitled to full respect for their opinions... but before I can live with other folks I've got to live with myself. The one thing that doesn't abide by majority rule is a person's conscience.”","Harper Lee,",[],theyre certainly entitled think theyre entitled full respect opinion live folk ive got live one thing doesnt abide majority rule person conscience,harper lee
"“In my younger and more vulnerable years my father gave me some advice that I've been turning over in my mind ever since.""Whenever you feel like criticizing any one,"" he told me, ""just remember that all the people in this world haven't had the advantages that you've had.”","F. Scott Fitzgerald,",[],younger vulnerable year father gave advice ive turning mind ever sincewhenever feel like criticizing one told remember people world havent advantage youve,f scott fitzgerald
"“You should write because you love the shape of stories and sentences and the creation of different words on a page. Writing comes from reading, and reading is the finest teacher of how to write.”",Annie Proulx,[],write love shape story sentence creation different word page writing come reading reading finest teacher write,annie proulx
"“People tend to complicate their own lives, as if living weren't already complicated enough.”","Carlos Ruiz ZafÃ³n,",[],people tend complicate life living werent already complicated enough,carlos ruiz zafn
"“make a radical change in your lifestyle and begin to boldly do things which you may previously never have thought of doing, or been too hesitant to attempt. So many people live within unhappy circumstances and yet will not take the initiative to change their situation because they are conditioned to a life of security, conformity, and conservation, all of which may appear to give one peace of mind, but in reality nothing is more damaging to the adventurous spirit within a man than a secure future. The very basic core of a man's living spirit is his passion for adventure. The joy of life comes from our encounters with new experiences, and hence there is no greater joy than to have an endlessly changing horizon, for each day to have a new and different sun. If you want to get more out of life, you must lose your inclination for monotonous security and adopt a helter-skelter style of life that will at first appear to you to be crazy. But once you become accustomed to such a life you will see its full meaning and its incredible beauty.”","Jon Krakauer,",[],make radical change lifestyle begin boldly thing may previously never thought hesitant attempt many people live within unhappy circumstance yet take initiative change situation conditioned life security conformity conservation may appear give one peace mind reality nothing damaging adventurous spirit within man secure future basic core man living spirit passion adventure joy life come encounter new experience hence greater joy endlessly changing horizon day new different sun want get life must lose inclination monotonous security adopt helterskelter style life first appear crazy become accustomed life see full meaning incredible beauty,jon krakauer
“Maybe our girlfriends are our soulmates and guys are just people to have fun with.”,"Candace Bushnell,",[],maybe girlfriend soulmates guy people fun,candace bushnell
“The earth has its music for those who will listen”,"Reginald Vincent Holmes,",[],earth music listen,reginald vincent holmes
"“When one is in love, one always begins by deceiving one's self, and one always ends by deceiving others. That is what the world calls a romance.”","Oscar Wilde,",[],one love one always begin deceiving one self one always end deceiving others world call romance,oscar wilde
“A man who dares to waste one hour of time has not discovered the value of life.”,"Charles Darwin,",[],man dare waste one hour time discovered value life,charles darwin
“We do not need magic to transform our world. We carry all of the power we need inside ourselves already.”,"J.K. Rowling,",[],need magic transform world carry power need inside already,jk rowling
"“When I say it's you I like, I'm talking about that part of you that knows that life is far more than anything you can ever see or hear or touch. That deep part of you that allows you to stand for those things without which humankind cannot survive. Love that conquers hate, peace that rises triumphant over war, and justice that proves more powerful than greed.”",Fred Rogers,[],say like im talking part know life far anything ever see hear touch deep part allows stand thing without humankind survive love conquers hate peace rise triumphant war justice prof powerful greed,fred rogers
"“I wonder how many people don't get the one they want, but end up with the one they're supposed to be with.”","Fannie Flagg,",[],wonder many people dont get one want end one theyre supposed,fannie flagg
"“When we are young, the words are scattered all around us. As they are assembled by experience, so also are we, sentence by sentence, until the story takes shape.”","Louise Erdrich,",[],young word scattered around u assembled experience also sentence sentence story take shape,louise erdrich
“All happiness depends on courage and work.”,HonorÃ© de Balzac,[],happiness depends courage work,honor de balzac
"“Be thankful for what you have; you'll end up having more. If you concentrate on what you don't have, you will never, ever have enough.”",Oprah Winfrey,[],thankful youll end concentrate dont never ever enough,oprah winfrey
"“All good books are alike in that they are truer than if they had really happened and after you are finished reading one you will feel that all that happened to you and afterwards it all belongs to you: the good and the bad, the ecstasy, the remorse and sorrow, the people and the places and how the weather was. If you can get so that you can give that to people, then you are a writer.”",Ernest Hemingway,[],good book alike truer really happened finished reading one feel happened afterwards belongs good bad ecstasy remorse sorrow people place weather get give people writer,ernest hemingway
“The supreme art of war is to subdue the enemy without fighting.”,"Sun Tzu,",[],supreme art war subdue enemy without fighting,sun tzu
“Holding anger is a poison...It eats you from inside...We think that by hating someone we hurt them...But hatred is a curved blade...and the harm we do to others...we also do to ourselves.”,"Mitch Albom,",[],holding anger poisonit eats insidewe think hating someone hurt thembut hatred curved bladeand harm otherswe also,mitch albom
“I have nothing to declare except my genius.”,Oscar Wilde,[],nothing declare except genius,oscar wilde
“The earth laughs in flowers.”,Ralph Waldo Emerson,[],earth laugh flower,ralph waldo emerson
"“When someone is in your heart, they're never truly gone. They can come back to you, even at unlikely times.”","Mitch Albom,",[],someone heart theyre never truly gone come back even unlikely time,mitch albom
"“Even After All this timeThe Sun never says to the Earth,""You owe me.""LookWhat happensWith a love like that,It lights the whole sky.”",Hafiz,[],even timethe sun never say earthyou owe melookwhat happenswith love like thatit light whole sky,hafiz
"“But I didn't understand then. That I could hurt somebody so badly she would never recover. That a person can, just by living, damage another human being beyond repair.”",Haruki Murakami,[],didnt understand could hurt somebody badly would never recover person living damage another human beyond repair,haruki murakami
“You only live twice:Once when you are bornAnd once when you look death in the face”,"Ian Fleming,",[],live twiceonce bornand look death face,ian fleming
"“I don't go out with strangers,"" I said.""Good thing I do. I'll pick you up at five.”","Becca Fitzpatrick,",[],dont go stranger saidgood thing ill pick five,becca fitzpatrick
"“We are each our own devil, and we make this world our hell.”",Oscar Wilde,[],devil make world hell,oscar wilde
"“To-morrow, and to-morrow, and to-morrow,Creeps in this petty pace from day to day,To the last syllable of recorded time;And all our yesterdays have lighted foolsThe way to dusty death. Out, out, brief candle!Life's but a walking shadow, a poor player,That struts and frets his hour upon the stage,And then is heard no more. It is a taleTold by an idiot, full of sound and fury,Signifying nothing.”","William Shakespeare,",[],tomorrow tomorrow tomorrowcreeps petty pace day dayto last syllable recorded timeand yesterday lighted foolsthe way dusty death brief candlelifes walking shadow poor playerthat strut fret hour upon stageand heard taletold idiot full sound furysignifying nothing,william shakespeare
"“Reality doesn't impress me. I only believe in intoxication, in ecstasy, and when ordinary life shackles me, I escape, one way or another. No more walls.”","AnaÃ¯s Nin,",[],reality doesnt impress believe intoxication ecstasy ordinary life shackle escape one way another wall,ana nin
“Wanting to be someone else is a waste of the person you are.”,Marilyn Monroe,[],wanting someone else waste person,marilyn monroe
"“I know it's wrong - God, it's all kinds of wrong - but I just want to lie down with you and wake up with you, just once, just once ever in my life.”","Cassandra Clare,",[],know wrong god kind wrong want lie wake ever life,cassandra clare
“The future depends on what you do today.”,Mahatma Gandhi,[],future depends today,mahatma gandhi
“Trees that are slow to grow bear the best fruit.”,Moliere,[],tree slow grow bear best fruit,moliere
"“Only people who are capable of loving strongly can also suffer great sorrow, but this same necessity of loving serves to counteract their grief and heals them.”",Leo Tolstoy,[],people capable loving strongly also suffer great sorrow necessity loving serf counteract grief heals,leo tolstoy
“If death meant just leaving the stage long enough to change costume and come back as a new character...Would you slow down? Or speed up?”,"Chuck Palahniuk,",[],death meant leaving stage long enough change costume come back new characterwould slow speed,chuck palahniuk
“The only truth is music.”,Jack Kerouac,[],truth music,jack kerouac
"“Laughter is wine for the soul - laughter soft, or loud and deep, tinged through with seriousness - the hilarious declaration made by man that life is worth living.”",Sean O'Casey,[],laughter wine soul laughter soft loud deep tinged seriousness hilarious declaration made man life worth living,sean ocasey
“If you never did you should. These things are fun and fun is good.”,Dr. Seuss,[],never thing fun fun good,dr seuss
“Intelligence plus character-that is the goal of true education.”,Martin Luther King Jr.,[],intelligence plus characterthat goal true education,martin luther king jr
"“The mark of the immature man is that he wants to die nobly for a cause, while the mark of the mature man is that he wants to live humbly for one.”","J.D. Salinger,",[],mark immature man want die nobly cause mark mature man want live humbly one,jd salinger
“Only a generation of readers will spawn a generation of writers.”,Steven Spielberg,[],generation reader spawn generation writer,steven spielberg
"“I can't eat and I can't sleep. I'm not doing well in terms of being a functional human, you know?”","Ned Vizzini,",[],cant eat cant sleep im well term functional human know,ned vizzini
“You care so much you feel as though you will bleed to death with the pain of it.”,"J.K. Rowling,",[],care much feel though bleed death pain,jk rowling
“Do not spoil what you have by desiring what you have not; remember that what you now have was once among the things you only hoped for.”,Epicurus,[],spoil desiring remember among thing hoped,epicurus
"“Can you surf really well, then?""I looked at Grover, who was trying hard not to laugh.""Jeez, Nico,"" I said. ""I've never really tried.""He went on asking questions. Did I fight a lot with Thalia, since she was a daughter of Zeus? (I didn't answer that one.) If Annabeth's mother was Athena, the goddess of wisdom, then why didn't Annabeth know better than to fall off a cliff? (I tried not to strangle Nico for asking that one.) Was Annabeth my girlfriend? (At this point, I was ready to stick the kid in a meat-flavored sack and throw him to the wolves.)”",Rick Riordan,[],surf really well theni looked grover trying hard laughjeez nico said ive never really triedhe went asking question fight lot thalia since daughter zeus didnt answer one annabeths mother athena goddess wisdom didnt annabeth know better fall cliff tried strangle nico asking one annabeth girlfriend point ready stick kid meatflavored sack throw wolf,rick riordan
“Books are no more threatened by Kindle than stairs by elevators.”,Stephen Fry,[],book threatened kindle stair elevator,stephen fry
“There is more than one way to burn a book. And the world is full of people running about with lit matches.”,Ray Bradbury,[],one way burn book world full people running lit match,ray bradbury
"“The question is not what you look at, but what you see.”",Henry David Thoreau,[],question look see,henry david thoreau
"“I was always hungry for love. Just once, I wanted to know what it was like to get my fill of it -- to be fed so much love I couldn't take any more. Just once. ”","Haruki Murakami,",[],always hungry love wanted know like get fill fed much love couldnt take,haruki murakami
"“...you know that a good, long session of weeping can often make you feel better, even if your circumstances have not changed one bit.”","Lemony Snicket,",[],know good long session weeping often make feel better even circumstance changed one bit,lemony snicket
“Don't cry over someone who wouldn't cry over you.”,Lauren Conrad,[],dont cry someone wouldnt cry,lauren conrad
“You can only be young once. But you can always be immature.”,Pat  Monahan,[],young always immature,pat monahan
"“The things you used to own, now they own you.”","Chuck Palahniuk,",[],thing used,chuck palahniuk
"“If, then, I were asked for the most important advice I could give, that which I considered to be the most useful to the men of our century, I should simply say: in the name of God, stop a moment, cease your work, look around you.”","Leo Tolstoy,",[],asked important advice could give considered useful men century simply say name god stop moment cease work look around,leo tolstoy
"“You deal with mythological stuff for a few years, you learn that paradises are usually places where you get killed.”","Rick Riordan,",[],deal mythological stuff year learn paradise usually place get killed,rick riordan
"“If someone were to harm my family or a friend or somebody I love, I would eat them. I might end up in jail for 500 years, but I would eat them.”",Johnny Depp,[],someone harm family friend somebody love would eat might end jail year would eat,johnny depp
"“If you want to get laid, go to college. If you want an education, go to the library.”",Frank Zappa,[],want get laid go college want education go library,frank zappa
“Hope is a waking dream.”,Aristotle,[],hope waking dream,aristotle
"“We can't be afraid of change. You may feel very secure in the pond that you are in, but if you never venture out of it, you will never know that there is such a thing as an ocean, a sea. Holding onto something that is good for you now, may be the very reason why you don't have something better.”",C. JoyBell C.,[],cant afraid change may feel secure pond never venture never know thing ocean sea holding onto something good may reason dont something better,c joybell c
"“to love life, to love it evenwhen you have no stomach for itand everything you've held dearcrumbles like burnt paper in your hands,your throat filled with the silt of it.When grief sits with you, its tropical heatthickening the air, heavy as watermore fit for gills than lungs;when grief weights you like your own fleshonly more of it, an obesity of grief,you think, How can a body withstand this?Then you hold life like a facebetween your palms, a plain face,no charming smile, no violet eyes,and you say, yes, I will take youI will love you, again.”",Ellen Bass,[],love life love evenwhen stomach itand everything youve held dearcrumbles like burnt paper handsyour throat filled silt itwhen grief sits tropical heatthickening air heavy watermore fit gill lungswhen grief weight like fleshonly obesity griefyou think body withstand thisthen hold life like facebetween palm plain faceno charming smile violet eyesand say yes take youi love,ellen bass
“The good thing about science is that it's true whether or not you believe in it.”,Neil deGrasse Tyson,[],good thing science true whether believe,neil degrasse tyson
"“God, but life is loneliness, despite all the opiates, despite the shrill tinsel gaiety of ""parties"" with no purpose, despite the false grinning faces we all wear. And when at last you find someone to whom you feel you can pour out your soul, you stop in shock at the words you utter - they are so rusty, so ugly, so meaningless and feeble from being kept in the small cramped dark inside you so long. Yes, there is joy, fulfillment and companionship - but the loneliness of the soul in its appalling self-consciousness is horrible and overpowering.”","Sylvia Plath,",[],god life loneliness despite opiate despite shrill tinsel gaiety party purpose despite false grinning face wear last find someone feel pour soul stop shock word utter rusty ugly meaningless feeble kept small cramped dark inside long yes joy fulfillment companionship loneliness soul appalling selfconsciousness horrible overpowering,sylvia plath
"“He died not for men, but for each man. If each man had been the only man made, He would have done no less.”",C.S. Lewis,[],died men man man man made would done less,c lewis
"“I got schooled this yearbyaboy.A boy that I'm seriously, deeply, madly, incredibly, and undeniably in ","Colleen Hoover,",[],got schooled yearbyaboya boy im seriously deeply madly incredibly undeniably,colleen hoover
"“Iâ€™ve been fighting to be who I am all my life. Whatâ€™s the point of being who I am, if I canâ€™t have the person who was worth all the fighting for?”","Stephanie Lennox,",[],ive fighting life whats point cant person worth fighting,stephanie lennox
"“Absence diminishes small loves and increases great ones, as the wind blows out the candle and fans the bonfire.”","Francois Duc de la Rochefoucauld,",[],absence diminishes small love increase great one wind blow candle fan bonfire,francois duc de la rochefoucauld
“Those who cannot change their minds cannot change anything.”,George Bernard Shaw,[],change mind change anything,george bernard shaw
"“Have you ever lost someone you love and wanted one more conversation, one more chance to make up for the time when you thought they would be here forever? If so, then you know you can go your whole life collecting days, and none will outweigh the one you wish you had back.”","Mitch Albom,",[],ever lost someone love wanted one conversation one chance make time thought would forever know go whole life collecting day none outweigh one wish back,mitch albom
"“Literature is a textually transmitted disease, normally contracted in childhood.”","Jane Yolen,",[],literature textually transmitted disease normally contracted childhood,jane yolen
“A well-composed book is a magic carpet on which we are wafted to a world that we cannot enter in any other way.”,Caroline Gordon,[],wellcomposed book magic carpet wafted world enter way,caroline gordon
"“We need not to be let alone. We need to be really bothered once in a while. How long is it since you were really bothered? About something important, about something real?”","Ray Bradbury,",[],need let alone need really bothered long since really bothered something important something real,ray bradbury
"“Anybody can sympathise with the sufferings of a friend, but it requires a very fine nature to sympathise with a friend's success.”",Oscar Wilde,[],anybody sympathise suffering friend requires fine nature sympathise friend success,oscar wilde
"“We do not believe in ourselves until someone reveals that deep inside us something is valuable, worth listening to, worthy of our trust, sacred to our touch. Once we believe in ourselves we can risk curiosity, wonder, spontaneous delight or any experience that reveals the human spirit.”",E.E. Cummings,[],believe someone reveals deep inside u something valuable worth listening worthy trust sacred touch believe risk curiosity wonder spontaneous delight experience reveals human spirit,ee cummings
"“If books could have more, give more, be more, show more, they would still need readers who bring to them sound and smell and light and all the rest that canâ€™t be in books.	The book needs you.”","Gary Paulsen,",[],book could give show would still need reader bring sound smell light rest cant book book need,gary paulsen
"“If you're texting Magnus to say 'I think u r kewl,' I'm going to kill you.""""Who's Magnus?"" Max inquired.""He's a warlock,"" said Alec.""A sexy, sexy warlock,"" Isabelle told Max, ignoring Alec's look of total fury.""But warlocks are bad,"" protested Max, looking baffled.""Exactly,"" said Isabelle.”","Cassandra Clare,",[],youre texting magnus say think u r kewl im going kill youwhos magnus max inquiredhes warlock said aleca sexy sexy warlock isabelle told max ignoring alecs look total furybut warlock bad protested max looking baffledexactly said isabelle,cassandra clare
"“If no one cares for you at all, do you even really exist?”","Cassandra Clare,",[],one care even really exist,cassandra clare
"“there are two types of people in the world: those who prefer to be sad among others, and those who prefer to be sad alone.”","Nicole Krauss,",[],two type people world prefer sad among others prefer sad alone,nicole krauss
"“I imagine one of the reasons people cling to their hates so stubbornly is because they sense, once hate is gone, they will be forced to deal with pain.”","James Baldwin,",[],imagine one reason people cling hate stubbornly sense hate gone forced deal pain,james baldwin
"“Heard melodies are sweet, but those unheard, are sweeter”","John Keats,",[],heard melody sweet unheard sweeter,john keats
“Sometimes love means letting go when you want to hold on tighter.”,"Melissa Marr,",[],sometimes love mean letting go want hold tighter,melissa marr
“A man's face is his autobiography. A woman's face is her work of fiction.”,Oscar Wilde,[],man face autobiography woman face work fiction,oscar wilde
"“Always be a poet, even in prose.”",Charles Baudelaire,[],always poet even prose,charles baudelaire
"“The power of a glance has been so much abused in love stories, that it has come to be disbelieved in. Few people dare now to say that two beings have fallen in love because they have looked at each other. Yet it is in this way that love begins, and in this way only.”","Victor Hugo,",[],power glance much abused love story come disbelieved people dare say two being fallen love looked yet way love begin way,victor hugo
“Incredible change happens in your life when you decide to take control of what you do have power over instead of craving control over what you don't.”,"Steve Maraboli,",[],incredible change happens life decide take control power instead craving control dont,steve maraboli
"“I believe in God, but not as one thing, not as an old man in the sky. I believe that what people call God is something in all of us. I believe that what Jesus and Mohammed and Buddha and all the rest said was right. It's just that the translations have gone wrong.”",John Lennon,[],believe god one thing old man sky believe people call god something u believe jesus mohammed buddha rest said right translation gone wrong,john lennon
"“A mother is the truest friend we have, when trials heavy and sudden fall upon us; when adversity takes the place of prosperity; when friends desert us; when trouble thickens around us, still will she cling to us, and endeavor by her kind precepts and counsels to dissipate the clouds of darkness, and cause peace to return to our hearts.”",Washington Irving,[],mother truest friend trial heavy sudden fall upon u adversity take place prosperity friend desert u trouble thickens around u still cling u endeavor kind precept counsel dissipate cloud darkness cause peace return heart,washington irving
"“I know how devastated you must be to miss me, but leave a message, and I'll try to ease your agony”","Richelle Mead,",[],know devastated must miss leave message ill try ease agony,richelle mead
"“Did you really want to die?""""No one commits suicide because they want to die.""""Then why do they do it?""""Because they want to stop the pain.”","Tiffanie DeBartolo,",[],really want dieno one commits suicide want diethen itbecause want stop pain,tiffanie debartolo
“The past is never where you think you left it.”,Katherine Anne Porter,[],past never think left,katherine anne porter
“The homemaker has the ultimate career. All other careers exist for one purpose only - and that is to support the ultimate career. ”,C.S. Lewis,[],homemaker ultimate career career exist one purpose support ultimate career,c lewis
“I want to be in a relationship where you telling me you love me is just a ceremonious validation of what you already show me.”,"Steve Maraboli,",[],want relationship telling love ceremonious validation already show,steve maraboli
“There are moments when troubles enter our lives and we can do nothing to avoid them.But they are there for a reason. Only when we have overcome them will we understand why they were there.”,"Paulo Coelho,",[],moment trouble enter life nothing avoid thembut reason overcome understand,paulo coelho
"“You could say sorry,"" suggested Harry bluntly. ""What, and get attacked by another flock of canaries?"" muttered Ron.""What did you have to imitate her for?""""She laughed at my mustache!""""So did I, it was the stupidest thing I've ever seen.”","J.K. Rowling,",[],could say sorry suggested harry bluntly get attacked another flock canary muttered ronwhat imitate forshe laughed mustacheso stupidest thing ive ever seen,jk rowling
